antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,antecedent_items,consequent_items,antecedent_len,consequent_len
"Coffee, Milk",Sugar,0.1376,0.7242105263157894,2.811376266753841,0.088656,2.6919083969465643,"['Coffee', 'Milk']",['Sugar'],2,1
"Diapers, Bread, Jam, Baby Wipes",Butter,0.0208,0.9454545454545454,2.8105069722192195,0.0133992,12.165999999999995,"['Diapers', 'Bread', 'Jam', 'Baby Wipes']",['Butter'],4,1
"Milk, Sugar, Jam, Bread",Butter,0.0276,0.9452054794520548,2.809766585767107,0.01777712,12.1107,"['Milk', 'Sugar', 'Jam', 'Bread']",['Butter'],4,1
"Beer, Bread","Jam, Butter",0.0328,0.5189873417721519,2.8083730615376186,0.021120640000000003,1.6947578947368422,"['Beer', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Diapers, Butter",Bread,0.0284,0.9726027397260274,2.8077446296940747,0.018285120000000002,23.8564,"['Jam', 'Diapers', 'Butter']",['Bread'],3,1
"Coffee, Milk, Jam, Bread",Butter,0.034,0.9444444444444445,2.807504293830097,0.021889600000000002,11.944800000000019,"['Coffee', 'Milk', 'Jam', 'Bread']",['Butter'],4,1
"Beer, Sugar","Coffee, Milk",0.0256,0.5333333333333333,2.807017543859649,0.01648,1.7357142857142858,"['Beer', 'Sugar']","['Coffee', 'Milk']",2,2
"Water, Butter","Jam, Bread",0.0692,0.5164179104477612,2.8066190785204412,0.044544,1.6874074074074075,"['Water', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Water, Butter",0.0692,0.3760869565217391,2.8066190785204412,0.044544,1.3880139372822298,"['Jam', 'Bread']","['Water', 'Butter']",2,2
"Sugar, Jam, Milk, Butter",Bread,0.0276,0.9718309859154929,2.8055167029892982,0.01776224,23.20279999999994,"['Sugar', 'Jam', 'Milk', 'Butter']",['Bread'],4,1
"Yogurt, Sugar","Coffee, Milk",0.0324,0.5328947368421052,2.804709141274238,0.020848,1.7340845070422535,"['Yogurt', 'Sugar']","['Coffee', 'Milk']",2,2
"Coffee, Milk, Jam, Bread",Sugar,0.026,0.7222222222222222,2.803657694962043,0.0167264,2.67264,"['Coffee', 'Milk', 'Jam', 'Bread']",['Sugar'],4,1
"Jam, Tomato Sauce, Butter",Bread,0.0404,0.9711538461538461,2.803561911529579,0.02598976,22.658133333333325,"['Jam', 'Tomato Sauce', 'Butter']",['Bread'],3,1
"Tea, Jam, Bread, Cookies",Butter,0.026,0.9420289855072463,2.800323975943063,0.01671536,11.447099999999992,"['Tea', 'Jam', 'Bread', 'Cookies']",['Butter'],4,1
"Coffee, Milk, Butter","Jam, Bread",0.034,0.5151515151515151,2.7997364953886694,0.021856,1.683,"['Coffee', 'Milk', 'Butter']","['Jam', 'Bread']",3,2
"Jam, Baby Wipes, Butter",Bread,0.038,0.9693877551020408,2.798463496253005,0.024421119999999998,21.35093333333331,"['Jam', 'Baby Wipes', 'Butter']",['Bread'],3,1
"Sugar, Water","Coffee, Bread",0.026,0.2529182879377432,2.7977686718776904,0.01670688,1.2175375,"['Sugar', 'Water']","['Coffee', 'Bread']",2,2
"Coffee, Bread","Sugar, Water",0.026,0.28761061946902655,2.79776867187769,0.01670688,1.259423602484472,"['Coffee', 'Bread']","['Sugar', 'Water']",2,2
"Sugar, Diapers","Coffee, Milk",0.0236,0.5315315315315315,2.797534376481745,0.015163999999999999,1.7290384615384617,"['Sugar', 'Diapers']","['Coffee', 'Milk']",2,2
Cookies,"Tea, Bread",0.0512,0.21368948247078465,2.7969827548532025,0.03289456,1.17459957537155,['Cookies'],"['Tea', 'Bread']",1,2
"Tea, Bread",Cookies,0.0512,0.6701570680628273,2.796982754853202,0.03289456,2.3053396825396826,"['Tea', 'Bread']",['Cookies'],2,1
"Jam, Sugar, Coffee, Milk, Butter",Bread,0.0248,0.9687499999999999,2.796622401847575,0.01593216,20.915199999999924,"['Jam', 'Sugar', 'Coffee', 'Milk', 'Butter']",['Bread'],5,1
"Beer, Bread, Butter",Jam,0.0328,0.706896551724138,2.7962680052378874,0.021070080000000005,2.5492705882352946,"['Beer', 'Bread', 'Butter']",['Jam'],3,1
"Water, Milk, Butter","Jam, Bread",0.0284,0.5144927536231885,2.7961562696912416,0.0182432,1.6807164179104481,"['Water', 'Milk', 'Butter']","['Jam', 'Bread']",3,2
"Pasta, Tomato Sauce, Butter","Jam, Bread",0.0284,0.5144927536231885,2.7961562696912416,0.0182432,1.6807164179104481,"['Pasta', 'Tomato Sauce', 'Butter']","['Jam', 'Bread']",3,2
"Bread, Jam, Baby Wipes",Butter,0.038,0.9405940594059407,2.7960584405646274,0.02440944,11.170600000000011,"['Bread', 'Jam', 'Baby Wipes']",['Butter'],3,1
"Coffee, Rice",Sugar,0.0216,0.7200000000000001,2.7950310559006213,0.013872000000000002,2.651428571428572,"['Coffee', 'Rice']",['Sugar'],2,1
"Tea, Sugar, Cookies",Coffee,0.03,0.7009345794392523,2.7947949738407187,0.01926576,2.5051374999999996,"['Tea', 'Sugar', 'Cookies']",['Coffee'],3,1
"Jam, Bread","Milk, Butter",0.0724,0.3934782608695653,2.7945899209486167,0.0464928,1.4166021505376345,"['Jam', 'Bread']","['Milk', 'Butter']",2,2
"Milk, Butter","Jam, Bread",0.0724,0.5142045454545454,2.7945899209486162,0.0464928,1.679719298245614,"['Milk', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Croissant, Butter",Bread,0.024,0.967741935483871,2.7937122848841542,0.015409280000000001,20.261600000000016,"['Jam', 'Croissant', 'Butter']",['Bread'],3,1
"Coffee, Jam, Bread",Sugar,0.0328,0.7192982456140351,2.792306854091751,0.021053440000000003,2.6448,"['Coffee', 'Jam', 'Bread']",['Sugar'],3,1
"Pasta, Jam, Butter",Bread,0.0348,0.9666666666666667,2.790608160123172,0.022329599999999998,19.608000000000004,"['Pasta', 'Jam', 'Butter']",['Bread'],3,1
"Rice, Jam, Butter",Bread,0.0232,0.9666666666666666,2.7906081601231714,0.0148864,19.607999999999937,"['Rice', 'Jam', 'Butter']",['Bread'],3,1
"Cookies, Bread, Butter",Tea,0.0396,0.6470588235294118,2.789046653144016,0.025401600000000003,2.176,"['Cookies', 'Bread', 'Butter']",['Tea'],3,1
"Cookies, Croissant",Tea,0.022,0.6470588235294117,2.7890466531440157,0.014111999999999998,2.1759999999999997,"['Cookies', 'Croissant']",['Tea'],2,1
"Cheese, Coffee, Sugar","Pasta, Tomato Sauce",0.0244,0.48412698412698413,2.7887499085655767,0.01565056,1.6019446153846155,"['Cheese', 'Coffee', 'Sugar']","['Pasta', 'Tomato Sauce']",3,2
"Milk, Jam, Bread","Water, Butter",0.0284,0.37368421052631584,2.7886881382560884,0.018216000000000003,1.3826890756302521,"['Milk', 'Jam', 'Bread']","['Water', 'Butter']",3,2
"Water, Butter","Milk, Jam, Bread",0.0284,0.21194029850746268,2.788688138256088,0.018216000000000003,1.1725,"['Water', 'Butter']","['Milk', 'Jam', 'Bread']",2,3
"Cake, Jam, Butter",Bread,0.0212,0.9636363636363637,2.7818601721604037,0.0135792,17.974000000000046,"['Cake', 'Jam', 'Butter']",['Bread'],3,1
"Sugar, Jam, Butter",Bread,0.0424,0.9636363636363637,2.7818601721604037,0.0271584,17.974000000000046,"['Sugar', 'Jam', 'Butter']",['Bread'],3,1
"Diapers, Bread, Butter",Jam,0.0284,0.702970297029703,2.780736934452939,0.018186880000000002,2.5155733333333337,"['Diapers', 'Bread', 'Butter']",['Jam'],3,1
"Diapers, Jam, Baby Wipes, Butter",Bread,0.0208,0.9629629629629629,2.7799161748353436,0.013317759999999998,17.647199999999973,"['Diapers', 'Jam', 'Baby Wipes', 'Butter']",['Bread'],4,1
"Tomato Sauce, Butter","Coffee, Bread",0.0212,0.25118483412322273,2.7785932978232606,0.01357024,1.214718987341772,"['Tomato Sauce', 'Butter']","['Coffee', 'Bread']",2,2
"Coffee, Bread","Tomato Sauce, Butter",0.0212,0.2345132743362832,2.7785932978232606,0.01357024,1.1961017341040463,"['Coffee', 'Bread']","['Tomato Sauce', 'Butter']",2,2
"Coffee, Butter",Sugar,0.0624,0.7155963302752293,2.777936064733033,0.03993728,2.6103741935483864,"['Coffee', 'Butter']",['Sugar'],2,1
Sugar,"Coffee, Butter",0.0624,0.24223602484472048,2.777936064733033,0.03993728,1.2045967213114754,['Sugar'],"['Coffee', 'Butter']",1,2
"Cookies, Baby Wipes",Tea,0.0348,0.6444444444444444,2.7777777777777772,0.022271999999999997,2.1599999999999997,"['Cookies', 'Baby Wipes']",['Tea'],2,1
"Cheese, Butter","Jam, Bread",0.0464,0.5110132158590308,2.777245738364298,0.029692799999999995,1.6687567567567567,"['Cheese', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Cheese, Butter",0.0464,0.25217391304347825,2.777245738364298,0.029692799999999995,1.2157906976744186,"['Jam', 'Bread']","['Cheese', 'Butter']",2,2
"Coffee, Milk, Butter",Sugar,0.0472,0.7151515151515151,2.7762092979484283,0.030198399999999997,2.606297872340425,"['Coffee', 'Milk', 'Butter']",['Sugar'],3,1
"Cheese, Tomato Sauce, Butter","Jam, Bread",0.0204,0.51,2.7717391304347827,0.013040000000000001,1.6653061224489798,"['Cheese', 'Tomato Sauce', 'Butter']","['Jam', 'Bread']",3,2
"Soda, Jam, Butter",Bread,0.048,0.96,2.771362586605081,0.030680000000000002,16.339999999999986,"['Soda', 'Jam', 'Butter']",['Bread'],3,1
"Pasta, Jam, Tomato Sauce, Butter",Bread,0.0284,0.9594594594594594,2.7698021346982085,0.01814656,16.12213333333332,"['Pasta', 'Jam', 'Tomato Sauce', 'Butter']",['Bread'],4,1
"Sugar, Butter","Jam, Bread",0.0424,0.5096153846153847,2.7696488294314388,0.027091200000000003,1.6640000000000004,"['Sugar', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Sugar, Butter",0.0424,0.23043478260869565,2.7696488294314383,0.027091200000000003,1.1913220338983053,"['Jam', 'Bread']","['Sugar', 'Butter']",2,2
"Water, Cookies","Tea, Butter",0.02,0.20161290322580647,2.7694080113434953,0.01277824,1.1613414141414142,"['Water', 'Cookies']","['Tea', 'Butter']",2,2
"Tea, Butter","Water, Cookies",0.02,0.2747252747252747,2.769408011343495,0.01277824,1.2420121212121211,"['Tea', 'Butter']","['Water', 'Cookies']",2,2
"Cookies, Butter",Tea,0.0496,0.6424870466321243,2.769340718241915,0.0316896,2.148173913043478,"['Cookies', 'Butter']",['Tea'],2,1
Tea,"Cookies, Butter",0.0496,0.21379310344827585,2.769340718241915,0.0316896,1.173736842105263,['Tea'],"['Cookies', 'Butter']",1,2
"Sugar, Baby Wipes","Coffee, Milk",0.0292,0.525179856115108,2.7641045058689895,0.018636,1.7059090909090913,"['Sugar', 'Baby Wipes']","['Coffee', 'Milk']",2,2
"Diapers, Bread","Jam, Butter",0.0284,0.5107913669064749,2.7640225481952103,0.01812512,1.6663647058823532,"['Diapers', 'Bread']","['Jam', 'Butter']",2,2
"Bread, Baby Wipes, Butter",Jam,0.038,0.698529411764706,2.763170141474311,0.02424768,2.478517073170732,"['Bread', 'Baby Wipes', 'Butter']",['Jam'],3,1
"Coffee, Butter","Tomato Sauce, Bread",0.0212,0.24311926605504589,2.7627189324437036,0.013526400000000001,1.2049454545454545,"['Coffee', 'Butter']","['Tomato Sauce', 'Bread']",2,2
"Tomato Sauce, Bread","Coffee, Butter",0.0212,0.24090909090909093,2.7627189324437036,0.013526400000000001,1.202491017964072,"['Tomato Sauce', 'Bread']","['Coffee', 'Butter']",2,2
"Cheese, Sugar","Pasta, Tomato Sauce",0.0328,0.4795321637426901,2.7622820492090443,0.02092576,1.5878022471910116,"['Cheese', 'Sugar']","['Pasta', 'Tomato Sauce']",2,2
"Coffee, Jam, Milk, Butter",Sugar,0.0256,0.7111111111111112,2.760524499654935,0.0163264,2.569846153846155,"['Coffee', 'Jam', 'Milk', 'Butter']",['Sugar'],4,1
"Coffee, Jam, Butter",Bread,0.0436,0.956140350877193,2.760220412463028,0.02780416,14.902079999999991,"['Coffee', 'Jam', 'Butter']",['Bread'],3,1
"Coffee, Jam, Butter",Sugar,0.0324,0.7105263157894737,2.758254331480876,0.02065344,2.564654545454545,"['Coffee', 'Jam', 'Butter']",['Sugar'],3,1
"Juice, Jam, Bread",Butter,0.0204,0.9272727272727274,2.756458761215004,0.012999200000000002,9.12450000000001,"['Juice', 'Jam', 'Bread']",['Butter'],3,1
"Jam, Butter",Bread,0.1764,0.9545454545454546,2.7556162082720976,0.11238528,14.379200000000012,"['Jam', 'Butter']",['Bread'],2,1
Bread,"Jam, Butter",0.1764,0.5092378752886836,2.7556162082720976,0.11238528,1.6610898823529412,['Bread'],"['Jam', 'Butter']",1,2
"Coffee, Sugar, Butter","Jam, Bread",0.0316,0.5064102564102565,2.752229654403568,0.0201184,1.6531948051948056,"['Coffee', 'Sugar', 'Butter']","['Jam', 'Bread']",3,2
"Soda, Butter","Jam, Bread",0.048,0.5063291139240507,2.75178866263071,0.030556800000000002,1.6529230769230772,"['Soda', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Soda, Butter",0.048,0.2608695652173913,2.75178866263071,0.030556800000000002,1.2246823529411766,"['Jam', 'Bread']","['Soda', 'Butter']",2,2
"Tea, Cookies, Bread","Jam, Butter",0.026,0.5078125,2.7479031385281387,0.01653824,1.6562793650793652,"['Tea', 'Cookies', 'Bread']","['Jam', 'Butter']",3,2
"Pasta, Eggs, Tomato Sauce",Cheese,0.0284,0.7473684210526317,2.7436432490918934,0.018048800000000004,2.8800833333333347,"['Pasta', 'Eggs', 'Tomato Sauce']",['Cheese'],3,1
"Tea, Jam, Butter",Bread,0.038,0.95,2.7424942263279446,0.024144,13.071999999999987,"['Tea', 'Jam', 'Butter']",['Bread'],3,1
"Cookies, Jam, Butter",Bread,0.0372,0.9489795918367346,2.739548475279257,0.023621119999999995,12.810559999999985,"['Cookies', 'Jam', 'Butter']",['Bread'],3,1
"Coffee, Jam",Sugar,0.046,0.7055214723926381,2.7388255915863278,0.02920448,2.521066666666667,"['Coffee', 'Jam']",['Sugar'],2,1
"Jam, Milk, Butter",Bread,0.0724,0.9476439790575918,2.735692780189353,0.04593504000000001,12.48376000000004,"['Jam', 'Milk', 'Butter']",['Bread'],3,1
Bread,"Jam, Milk, Butter",0.0724,0.20900692840646654,2.735692780189353,0.04593504000000001,1.1676461313868614,['Bread'],"['Jam', 'Milk', 'Butter']",1,3
"Yogurt, Jam, Butter",Bread,0.0356,0.9468085106382979,2.733280919856518,0.02257536,12.287679999999995,"['Yogurt', 'Jam', 'Butter']",['Bread'],3,1
"Water, Jam, Milk, Butter",Bread,0.0284,0.9466666666666668,2.7328714395688998,0.018008000000000003,12.255000000000022,"['Water', 'Jam', 'Milk', 'Butter']",['Bread'],4,1
"Cheese, Coffee",Sugar,0.0504,0.7039106145251397,2.732572261355356,0.03195584,2.5073509433962267,"['Cheese', 'Coffee']",['Sugar'],2,1
"Eggs, Jam, Butter",Bread,0.042,0.9459459459459459,2.730790837026403,0.026619840000000002,12.091599999999998,"['Eggs', 'Jam', 'Butter']",['Bread'],3,1
"Sugar, Water",Coffee,0.0704,0.6848249027237354,2.730561813093044,0.044617760000000006,2.3770913580246913,"['Sugar', 'Water']",['Coffee'],2,1
Coffee,"Sugar, Water",0.0704,0.2807017543859649,2.730561813093044,0.044617760000000006,1.2473268292682926,['Coffee'],"['Sugar', 'Water']",1,2
"Jam, Water, Butter",Bread,0.0692,0.9453551912568305,2.729085425106324,0.04384352,11.960879999999985,"['Jam', 'Water', 'Butter']",['Bread'],3,1
"Yogurt, Sugar",Coffee,0.0416,0.6842105263157895,2.728112146394695,0.026351359999999997,2.372466666666667,"['Yogurt', 'Sugar']",['Coffee'],2,1
"Eggs, Jam","Bread, Butter",0.042,0.7342657342657343,2.7275844512100087,0.026601760000000002,2.7501157894736843,"['Eggs', 'Jam']","['Bread', 'Butter']",2,2
"Cheese, Tea, Cookies",Wine,0.02,0.4854368932038835,2.7271735573251883,0.012666400000000001,1.5974716981132078,"['Cheese', 'Tea', 'Cookies']",['Wine'],3,1
"Coffee, Jam, Milk, Butter",Bread,0.034,0.9444444444444445,2.7264562483962025,0.021529600000000003,11.764800000000017,"['Coffee', 'Jam', 'Milk', 'Butter']",['Bread'],4,1
"Cheese, Jam, Tomato Sauce, Butter",Bread,0.0204,0.9444444444444444,2.726456248396202,0.01291776,11.764799999999994,"['Cheese', 'Jam', 'Tomato Sauce', 'Butter']",['Bread'],4,1
"Coffee, Jam, Milk",Sugar,0.0348,0.7016129032258064,2.7236525746343414,0.02202304,2.4880432432432427,"['Coffee', 'Jam', 'Milk']",['Sugar'],3,1
"Cookies, Milk, Butter",Tea,0.0212,0.630952380952381,2.7196223316912973,0.013404800000000001,2.081032258064517,"['Cookies', 'Milk', 'Butter']",['Tea'],3,1
"Butter, Tea, Jam, Cookies",Bread,0.026,0.9420289855072463,2.719483214512836,0.01643936,11.274599999999992,"['Butter', 'Tea', 'Jam', 'Cookies']",['Bread'],4,1
"Jam, Milk","Water, Bread, Butter",0.0284,0.27626459143968873,2.7191396795244955,0.017955520000000003,1.2413376344086022,"['Jam', 'Milk']","['Water', 'Bread', 'Butter']",2,3
"Water, Bread, Butter","Jam, Milk",0.0284,0.2795275590551181,2.719139679524495,0.017955520000000003,1.2452939890710382,"['Water', 'Bread', 'Butter']","['Jam', 'Milk']",3,2
"Cheese, Coffee, Milk","Pasta, Tomato Sauce",0.0268,0.47183098591549294,2.7179204257804894,0.01693952,1.5646506666666669,"['Cheese', 'Coffee', 'Milk']","['Pasta', 'Tomato Sauce']",3,2
"Pasta, Diapers, Tomato Sauce",Cheese,0.0228,0.7402597402597403,2.7175467704102068,0.01441008,2.8012600000000005,"['Pasta', 'Diapers', 'Tomato Sauce']",['Cheese'],3,1
"Coffee, Butter","Jam, Bread",0.0436,0.5,2.717391304347826,0.027555200000000002,1.6320000000000001,"['Coffee', 'Butter']","['Jam', 'Bread']",2,2
"Jam, Bread","Coffee, Butter",0.0436,0.23695652173913043,2.717391304347826,0.027555200000000002,1.1962621082621083,"['Jam', 'Bread']","['Coffee', 'Butter']",2,2
"Wine, Jam, Butter",Bread,0.0256,0.9411764705882354,2.717022143730472,0.016177920000000002,11.111200000000018,"['Wine', 'Jam', 'Butter']",['Bread'],3,1
"Soda, Bread","Jam, Butter",0.048,0.502092050209205,2.7169483236428844,0.03033312,1.6372504201680673,"['Soda', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Soda, Bread",0.048,0.25974025974025977,2.7169483236428844,0.03033312,1.2217333333333336,"['Jam', 'Butter']","['Soda', 'Bread']",2,2
"Yogurt, Pasta, Tomato Sauce",Cheese,0.0272,0.7391304347826086,2.713401008746728,0.01717568,2.789133333333333,"['Yogurt', 'Pasta', 'Tomato Sauce']",['Cheese'],3,1
"Jam, Butter","Milk, Bread",0.0724,0.39177489177489183,2.7131225192167023,0.045714880000000006,1.4067160142348756,"['Jam', 'Butter']","['Milk', 'Bread']",2,2
"Milk, Bread","Jam, Butter",0.0724,0.5013850415512465,2.713122519216702,0.045714880000000006,1.6349288888888889,"['Milk', 'Bread']","['Jam', 'Butter']",2,2
"Sugar, Cookies",Tea,0.0428,0.6294117647058822,2.712981744421906,0.027023999999999996,2.0723809523809518,"['Sugar', 'Cookies']",['Tea'],2,1
"Cheese, Coffee, Milk",Sugar,0.0396,0.6971830985915494,2.706456128072785,0.024968320000000002,2.4516465116279074,"['Cheese', 'Coffee', 'Milk']",['Sugar'],3,1
"Eggs, Bread","Jam, Butter",0.042,0.5,2.705627705627706,0.0264768,1.6304,"['Eggs', 'Bread']","['Jam', 'Butter']",2,2
"Milk, Water, Bread","Jam, Butter",0.0284,0.5,2.705627705627706,0.01790336,1.6304,"['Milk', 'Water', 'Bread']","['Jam', 'Butter']",3,2
"Pasta, Bread","Jam, Butter",0.0348,0.5,2.705627705627706,0.02193792,1.6304,"['Pasta', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Eggs, Bread",0.042,0.2272727272727273,2.705627705627706,0.0264768,1.1854117647058824,"['Jam', 'Butter']","['Eggs', 'Bread']",2,2
"Cheese, Yogurt","Pasta, Tomato Sauce",0.0272,0.46896551724137925,2.701414269823613,0.0171312,1.5562077922077922,"['Cheese', 'Yogurt']","['Pasta', 'Tomato Sauce']",2,2
"Cookies, Milk",Tea,0.0624,0.6265060240963856,2.700457000415455,0.039292799999999996,2.056258064516129,"['Cookies', 'Milk']",['Tea'],2,1
Tea,"Cookies, Milk",0.0624,0.2689655172413793,2.700457000415455,0.039292799999999996,1.2316792452830188,['Tea'],"['Cookies', 'Milk']",1,2
"Pasta, Butter","Milk, Bread",0.0248,0.38993710691823896,2.700395477273123,0.015616159999999999,1.4024783505154637,"['Pasta', 'Butter']","['Milk', 'Bread']",2,2
"Wine, Jam, Butter",Cheese,0.02,0.7352941176470589,2.6993176125075586,0.012590720000000001,2.7487111111111115,"['Wine', 'Jam', 'Butter']",['Cheese'],3,1
"Bread, Croissant, Butter",Jam,0.024,0.6818181818181818,2.6970655926352123,0.015101439999999999,2.348342857142857,"['Bread', 'Croissant', 'Butter']",['Jam'],3,1
"Water, Bread, Butter",Jam,0.0692,0.6811023622047244,2.6942340277085615,0.043515519999999995,2.3430716049382716,"['Water', 'Bread', 'Butter']",['Jam'],3,1
Jam,"Water, Bread, Butter",0.0692,0.27373417721518983,2.6942340277085615,0.043515519999999995,1.237012636165577,['Jam'],"['Water', 'Bread', 'Butter']",1,3
"Butter, Water, Cookies",Tea,0.02,0.625,2.693965517241379,0.012576,2.048,"['Butter', 'Water', 'Cookies']",['Tea'],3,1
"Tea, Bread","Jam, Butter",0.038,0.4973821989528796,2.6914621155458853,0.02388128,1.6219083333333335,"['Tea', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Tea, Bread",0.038,0.20562770562770563,2.6914621155458853,0.02388128,1.1626790190735694,"['Jam', 'Butter']","['Tea', 'Bread']",2,2
"Cookies, Butter","Tea, Water",0.02,0.25906735751295334,2.6874207210887278,0.01255792,1.219544055944056,"['Cookies', 'Butter']","['Tea', 'Water']",2,2
"Tea, Water","Cookies, Butter",0.02,0.2074688796680498,2.6874207210887278,0.01255792,1.1643706806282723,"['Tea', 'Water']","['Cookies', 'Butter']",2,2
"Water, Jam, Butter","Milk, Bread",0.0284,0.3879781420765028,2.6868292387569443,0.01782992,1.3979892857142857,"['Water', 'Jam', 'Butter']","['Milk', 'Bread']",3,2
"Tea, Water, Milk",Cookies,0.0224,0.6436781609195402,2.6864697868094334,0.01406192,2.134025806451613,"['Tea', 'Water', 'Milk']",['Cookies'],3,1
"Tea, Sugar",Coffee,0.0396,0.6734693877551021,2.6852846401718584,0.02485296,2.2944250000000004,"['Tea', 'Sugar']",['Coffee'],2,1
"Yogurt, Tea",Cookies,0.0288,0.6428571428571428,2.6830431671834005,0.01806592,2.1291199999999995,"['Yogurt', 'Tea']",['Cookies'],2,1
"Tea, Tomato Sauce",Cookies,0.0388,0.6423841059602649,2.681068889650521,0.02432816,2.1263037037037034,"['Tea', 'Tomato Sauce']",['Cookies'],2,1
"Bread, Baby Wipes","Jam, Butter",0.038,0.4947916666666667,2.677444083694084,0.02380736,1.6135917525773198,"['Bread', 'Baby Wipes']","['Jam', 'Butter']",2,2
"Jam, Butter","Bread, Baby Wipes",0.038,0.20562770562770563,2.677444083694084,0.02380736,1.162175476839237,"['Jam', 'Butter']","['Bread', 'Baby Wipes']",2,2
"Jam, Juice, Butter",Bread,0.0204,0.9272727272727274,2.6768843166071807,0.012779200000000001,8.98700000000001,"['Jam', 'Juice', 'Butter']",['Bread'],3,1
"Jam, Baby Wipes","Bread, Butter",0.038,0.7196969696969697,2.673465712098699,0.02378624,2.6071783783783786,"['Jam', 'Baby Wipes']","['Bread', 'Butter']",2,2
"Coffee, Sugar, Cookies",Tea,0.03,0.6198347107438017,2.6717013394129383,0.0187712,2.0201739130434784,"['Coffee', 'Sugar', 'Cookies']",['Tea'],3,1
"Sugar, Water","Coffee, Milk",0.052,0.5058365758754864,2.662297767765718,0.032468,1.6391338582677166,"['Sugar', 'Water']","['Coffee', 'Milk']",2,2
"Coffee, Milk","Sugar, Water",0.052,0.27368421052631575,2.6622977677657174,0.032468,1.2352753623188406,"['Coffee', 'Milk']","['Sugar', 'Water']",2,2
"Cheese, Jam, Butter",Bread,0.0464,0.9206349206349206,2.6577220572601634,0.02894144,8.235359999999995,"['Cheese', 'Jam', 'Butter']",['Bread'],3,1
"Sugar, Tea, Cookies","Coffee, Milk",0.0216,0.5046728971962617,2.65617314313822,0.013468,1.6352830188679248,"['Sugar', 'Tea', 'Cookies']","['Coffee', 'Milk']",3,2
"Beer, Cookies",Tea,0.0244,0.6161616161616161,2.65586903517938,0.0152128,2.0008421052631578,"['Beer', 'Cookies']",['Tea'],2,1
"Cheese, Water, Milk","Pasta, Tomato Sauce",0.0212,0.4608695652173913,2.654778601482669,0.0132144,1.5328387096774194,"['Cheese', 'Water', 'Milk']","['Pasta', 'Tomato Sauce']",3,2
"Sugar, Milk, Cookies",Tea,0.0256,0.6153846153846154,2.6525198938992043,0.0159488,1.9968000000000001,"['Sugar', 'Milk', 'Cookies']",['Tea'],3,1
"Milk, Water, Bread, Butter",Jam,0.0284,0.669811320754717,2.64957009792214,0.01768128,2.2629485714285718,"['Milk', 'Water', 'Bread', 'Butter']",['Jam'],4,1
"Coffee, Sugar, Jam, Milk","Bread, Butter",0.0248,0.7126436781609196,2.6472647777151543,0.01543184,2.543184,"['Coffee', 'Sugar', 'Jam', 'Milk']","['Bread', 'Butter']",4,2
"Pasta, Tea",Cookies,0.0312,0.6341463414634146,2.646687568712081,0.01941168,2.0784266666666666,"['Pasta', 'Tea']",['Cookies'],2,1
"Coffee, Sugar, Butter","Water, Bread",0.0216,0.3461538461538462,2.646436132674665,0.013438080000000002,1.329364705882353,"['Coffee', 'Sugar', 'Butter']","['Water', 'Bread']",3,2
"Sugar, Butter","Water, Bread",0.0288,0.34615384615384615,2.6464361326746646,0.01791744,1.3293647058823528,"['Sugar', 'Butter']","['Water', 'Bread']",2,2
"Water, Bread","Sugar, Butter",0.0288,0.2201834862385321,2.6464361326746646,0.01791744,1.1756611764705884,"['Water', 'Bread']","['Sugar', 'Butter']",2,2
"Coffee, Milk, Bread","Jam, Butter",0.034,0.48850574712643685,2.643429367567299,0.021137920000000004,1.5937617977528094,"['Coffee', 'Milk', 'Bread']","['Jam', 'Butter']",3,2
"Cheese, Coffee","Pasta, Tomato Sauce",0.0328,0.45810055865921795,2.6388281028756793,0.020370240000000005,1.5250061855670105,"['Cheese', 'Coffee']","['Pasta', 'Tomato Sauce']",2,2
"Jam, Diapers","Bread, Butter",0.0284,0.7100000000000001,2.6374442793462114,0.017632000000000002,2.5200000000000005,"['Jam', 'Diapers']","['Bread', 'Butter']",2,2
"Water, Jam, Milk","Bread, Butter",0.0284,0.7100000000000001,2.6374442793462114,0.017632000000000002,2.5200000000000005,"['Water', 'Jam', 'Milk']","['Bread', 'Butter']",3,2
"Cheese, Bread","Jam, Butter",0.0464,0.4873949579831932,2.637418603805158,0.028807039999999996,1.5903081967213113,"['Cheese', 'Bread']","['Jam', 'Butter']",2,2
"Jam, Butter","Cheese, Bread",0.0464,0.2510822510822511,2.637418603805158,0.028807039999999996,1.208143352601156,"['Jam', 'Butter']","['Cheese', 'Bread']",2,2
"Cheese, Tea",Cookies,0.0412,0.6319018404907976,2.6373198684924772,0.025578080000000003,2.0657533333333333,"['Cheese', 'Tea']",['Cookies'],2,1
